MDDv1.1_SciName,MDDv1.2_SciName,Comments,Category,References
NA,Ochotona_huanglongensis,recently described,de novo,"Liu, S. Y., Jin, W., Liao, R., Sun, Z. Y., Zeng, T., Fu, J. R., ... & Chen, L. M. (2017). Phylogenetic study of Ochotona based on mitochondrial Cyt b and morphology with a description of one new subgenus and five new species. Acta Theriologica Sinica, 37(1), 1-43.|Wang, X., Liang, D., Jin, W., Tang, M., Liu, S., & Zhang, P. (2020). Out of Tibet: Genomic Perspectives on the Evolutionary History of Extant Pikas. Molecular Biology and Evolution, 37(6), 1577-1592."
NA,Ochotona_qionglaiensis,recently described,de novo,"Liu, S. Y., Jin, W., Liao, R., Sun, Z. Y., Zeng, T., Fu, J. R., ... & Chen, L. M. (2017). Phylogenetic study of Ochotona based on mitochondrial Cyt b and morphology with a description of one new subgenus and five new species. Acta Theriologica Sinica, 37(1), 1-43.|Lissovsky, A. A., Yatsentyuk, S. P., & Koju, N. P. (2019). Multilocus phylogeny and taxonomy of pikas of the subgenus Ochotona (Lagomorpha, Ochotonidae). Zoologica Scripta, 48(1), 1-16.|Wang, X., Liang, D., Jin, W., Tang, M., Liu, S., & Zhang, P. (2020). Out of Tibet: Genomic Perspectives on the Evolutionary History of Extant Pikas. Molecular Biology and Evolution, 37(6), 1577-1592."
NA,Oligoryzomys_pachecoi,recently described,de novo,"Hurtado, N., & D'elÍa, G. (2018). A new species of long-tailed mouse, genus Oligoryzomys Bangs, 1900 (Rodentia: Cricetidae), from the Bolivian Yungas. Zootaxa, 4500(3), 341."
NA,Otomys_willani,recently described,de novo,"Taylor, P. J., Kearney, T., Dalton, D. L., Chakona, G., Kelly, C. M., & Barker, N. P. (2020). Biomes, geology and past climate drive speciation of laminate-toothed rats on South African mountains (Murinae: Otomys). Zoological Journal of the Linnean Society, 189(3), 1046-1066."
NA,Oxymycterus_itapeby,recently described,de novo,"Peçanha, W. T., Quintela, F. M., Jorge Ribas, L. E., Althoff, S. L., Maestri, R., Gonçalves, G. L., & De Freitas, T. R. (2019). A new species of Oxymycterus (Rodentia: Cricetidae: Sigmodontinae) from a transitional area of Cerrado–Atlantic Forest in southeastern Brazil. Journal of Mammalogy, 100(2), 578-598."
NA,Palawanosorex_muscorum,recently described,de novo,"Hutterer, R., Balete, D. S., Giarla, T. C., Heaney, L. R., & Esselstyn, J. A. (2018). A new genus and species of shrew (Mammalia: Soricidae) from Palawan Island, Philippines. Journal of Mammalogy, 99(3), 518-536."
NA,Perameles_papillon,recently described,de novo,"Travouillon, K. J., & Phillips, M. J. (2018). Total evidence analysis of the phylogenetic relationships of bandicoots and bilbies (Marsupialia: Peramelemorphia): reassessment of two species and description of a new species. Zootaxa, 4378(2), 224-256."
NA,Peromyscus_bakeri,recently described,de novo,"Álvarez–Castañeda, S. T., C. Lorenzo, D. A. Segura–Trujillo, and S. G. Pérez–Consuegra. 2019. Two new species of Peromyscus from Chiapas, Mexico, and Guatemala. Pp. 543–558 in From field to laboratory: A memorial volume, in honor of Robert J. Baker (R. D. Bradley, H. H. Genoways, D. J. Schmidly, and L. C. Bradley, eds.). Special Publications, Museum of Texas Tech University 71:xii + 1–911."
NA,Peromyscus_carolpattonae,recently described,de novo,"Álvarez–Castañeda, S. T., C. Lorenzo, D. A. Segura–Trujillo, and S. G. Pérez–Consuegra. 2019. Two new species of Peromyscus from Chiapas, Mexico, and Guatemala. Pp. 543–558 in From field to laboratory: A memorial volume, in honor of Robert J. Baker (R. D. Bradley, H. H. Genoways, D. J. Schmidly, and L. C. Bradley, eds.). Special Publications, Museum of Texas Tech University 71:xii + 1–911. [Date of Publication 11 October 2019.]"
NA,Peromyscus_purepechus,recently described,de novo,"Léon-Tapia, M. Á., Fernández, J. A., Rico, Y., Cervantes, F. A., & Espinosa de los Monteros, A. (2020). A new mouse of the Peromyscus maniculatus species complex (Cricetidae) from the highlands of central Mexico. Journal of Mammalogy."
Philander_peba,Philander_pebas,recently described,de novo,"Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
Philander_pallidus,Philander_vossi,recently described,de novo,"Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70. | Gardner, A.L., and J. Ramírez-Pulido. 2020. Type localities of Mexican land mammals, with comments on taxonomy and nomenclature. Special Publications of the Museum of Texas Tech University 73: 1–134."
NA,Phyllomys_centralis,recently described,de novo,"Machado, L. F., Loss, A. C., Paz, A., Vieira, E. M., Rodrigues, F. P., & Marinho-Filho, J. (2018). Phylogeny and biogeography of Phyllomys (Rodentia: Echimyidae) reveal a new species from the Cerrado and suggest Miocene connections of the Amazon and Atlantic Forest. Journal of Mammalogy, 99(2), 377-396."
NA,Pipistrellus_simandouensis,recently described,de novo,"Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068."
NA,Plecturocebus_grovesi,recently described,de novo,"Boubli, J. P., Byrne, H., da Silva, M. N., Silva-Júnior, J., Araújo, R. C., Bertuol, F., ... & Silva, F. E. (2018). On a new species of titi monkey (Primates: Plecturocebus Byrne et al., 2016), from Alta Floresta, southern Amazon, Brazil. Molecular phylogenetics and evolution, 132, 117-137.|Gutiérrez, E. E., & Marinho-Filho, J. (2017). The mammalian faunas endemic to the Cerrado and the Caatinga. ZooKeys, (644), 105.|Teta, P. (2019). The usage of subgenera in mammalian taxonomy. Mammalia, 83(3), 209-211."
NA,Plecturocebus_parecis,recently described,de novo,"Gutiérrez, E. E., & Marinho-Filho, J. (2017). The mammalian faunas endemic to the Cerrado and the Caatinga. ZooKeys, (644), 105.|Teta, P. (2019). The usage of subgenera in mammalian taxonomy. Mammalia, 83(3), 209-211.|Gusmão, A. C., Messias, M. R., Carneiro, J. C., Schneider, H., de Alencar, T. B., Calouro, A. M., ... & de Azevedo, R. B. (2019). A New Species of Titi Monkey, Plecturocebus Byrne et al., 2016 (Primates, Pitheciidae), from Southwestern Amazonia, Brazil. Primate Conserv, 33, 1-15."
NA,Pseudoromicia_kityoi,recently described,de novo,"Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
NA,Pseudoromicia_nyanza,recently described,de novo,"Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
NA,Pteronotus_alitonus,recently described,de novo,"Pavan, A. C., Bobrowiec, P. E., & Percequillo, A. R. (2018). Geographic variation in a South American clade of mormoopid bats, Pteronotus (Phyllodia), with description of a new species. Journal of Mammalogy, 99(3), 624-645."
NA,Rhinolophus_gorongosae,recently described,de novo,"Taylor, P. J., Macdonald, A., Goodman, S. M., Kearney, T., Cotterill, F. P., Stoffberg, S., ... & Richards, L. R. (2018). Integrative taxonomy resolves three new cryptic species of small southern African horseshoe bats (Rhinolophus). Zoological Journal of the Linnean Society, 184(4), 1249-1276."
NA,Rhogeessa_permutandis,recently described,de novo,"Baird, A. B., Light, J. E., & Bickham, J. W. (2019). A new species of Rhogeessa from Nicaragua based on morphological, karyotypic, and molecular data. From field to laboratory: a memorial volume in honor of Robert J. Baker (RD Bradley, HH Genoways, DJ Schmidly, and LC Bradley, eds.). Special Publications, Museum of Texas Tech University, 71, 1-911."
NA,Rhynchomys_labo,recently described,de novo,"Rickart, E. A., Balete, D. S., Timm, R. M., Alviola, P. A., Esselstyn, J. A., & Heaney, L. R. (2019). Two new species of shrew-rats (Rhynchomys: Muridae: Rodentia) from Luzon Island, Philippines. Journal of Mammalogy, 100(4), 1112-1129."
NA,Rhynchomys_mingan,recently described,de novo,"Rickart, E. A., Balete, D. S., Timm, R. M., Alviola, P. A., Esselstyn, J. A., & Heaney, L. R. (2019). Two new species of shrew-rats (Rhynchomys: Muridae: Rodentia) from Luzon Island, Philippines. Journal of Mammalogy, 100(4), 1112-1129."
NA,Sorex_cruzi,recently described,de novo,"Andino-Madrid, A. J., Colindres, J. E. M., Pérez-Consuegra, S. G., & Matson, J. O. (2020). A new species of long-tailed shrew of the genus Sorex (Eulipotyphla: Soricidae) from Sierra de Omoa, Honduras. Zootaxa, 4806(1), 56-70."
NA,Sturnira_giannae,recently described,de novo,"Velazco, PM, & Patterson, BD (2019). Small mammals of the Mayo River Basin in Northern Peru, With the description of a new species of sturnira (Chiroptera: Phyllostomidae). Bulletin of the American Museum of Natural History , 2019 (429), 1-70."
NA,Talpa_martinorum,recently described,de novo,"Kryštufek, B., Nedyalkov, N., Astrin, J. J., & Hutterer, R. (2018). News from the Balkan refugium: Thrace has an endemic mole species (Mammalia: Talpidae). Bonn Zool Bull, 67, 41-57."
NA,Tanyuromys_thomasleei,recently described,de novo,"Timm, R. M., Pine, R. H., & Hanson, J. D. (2018). A new species of Tanyuromys Pine, Timm, and Weksler, 2012 (Cricetidae: Oryzomyini), with comments on relationships within the Oryzomyini. Journal of Mammalogy, 99(3), 608-623."
NA,Tarsius_niemitzi,recently described,de novo,"Shekelle, M., Groves, C. P., Maryanto, I., Mittermeier, R. A., Salim, A., and Springer, M. S. (2019). A new tarsier species from the Togean Islands of Central Sulawesi, Indonesia, with references to Wallacea and conservation on Sulawesi. Primate Conservation. 33: 1–9."
NA,Thomasomys_salazari,recently described,de novo,"Brito, J., Tinoco, N., Curay, J., Vargas, R., Reyes-Puig, C., Romero, V., & Pardiñas, U. F. (2019). Diversidad insospechada en los Andes de Ecuador: filogenia del grupo ""cinereus"" de Thomasomys y descripción de una nueva especie (Rodentia, Cricetidae). Mastozool. Neotrop, 26."
NA,Toromys_albiventris,recently described,de novo,"Emmons, L. H., & Fabre, P. H. (2018). A review of the Pattonomys/Toromys clade (Rodentia: Echimyidae), with descriptions of a new Toromys species and a new genus. American Museum Novitates, 2018(3894), 1-52."
Neoromicia_helios,Afronycteris_helios,moved from Neoromicia to Afronycteris,genus change,"Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Neoromicia_nana,Afronycteris_nanus,moved from Neoromicia to Afronycteris,genus change,"Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Arctocephalus_tropicalis,Arctocphoca_tropicalis,moved from Arctocephalus to Arctophoca,genus change,"Berta, A., & Churchill, M. (2012). Pinniped taxonomy: review of currently recognized species and subspecies, and evidence used for their description. Mammal Review, 42(3), 207-234.|Lopes, F., Oliveira, L. R., Kessler, A., Beux, Y., Crespo, E., Cárdenas-Alayza, S., ... & Bonatto, S. L. (2021). Phylogenomic Discordance in the Eared Seals is best explained by Incomplete Lineage Sorting following Explosive Radiation in the Southern Hemisphere. Systematic Biology, 70(4), 786-802."
Arctocephalus_australis,Arctophoca_australis,moved from Arctocephalus to Arctophoca,genus change,"Berta, A., & Churchill, M. (2012). Pinniped taxonomy: review of currently recognized species and subspecies, and evidence used for their description. Mammal Review, 42(3), 207-234.|Lopes, F., Oliveira, L. R., Kessler, A., Beux, Y., Crespo, E., Cárdenas-Alayza, S., ... & Bonatto, S. L. (2021). Phylogenomic Discordance in the Eared Seals is best explained by Incomplete Lineage Sorting following Explosive Radiation in the Southern Hemisphere. Systematic Biology, 70(4), 786-802."
Arctocephalus_forsteri,Arctophoca_forsteri,moved from Arctocephalus to Arctophoca,genus change,"Berta, A., & Churchill, M. (2012). Pinniped taxonomy: review of currently recognized species and subspecies, and evidence used for their description. Mammal Review, 42(3), 207-234.|Lopes, F., Oliveira, L. R., Kessler, A., Beux, Y., Crespo, E., Cárdenas-Alayza, S., ... & Bonatto, S. L. (2021). Phylogenomic Discordance in the Eared Seals is best explained by Incomplete Lineage Sorting following Explosive Radiation in the Southern Hemisphere. Systematic Biology, 70(4), 786-802."
Arctocephalus_galapagoensis,Arctophoca_galapagoensis,moved from Arctocephalus to Arctophoca,genus change,"Berta, A., & Churchill, M. (2012). Pinniped taxonomy: review of currently recognized species and subspecies, and evidence used for their description. Mammal Review, 42(3), 207-234.|Lopes, F., Oliveira, L. R., Kessler, A., Beux, Y., Crespo, E., Cárdenas-Alayza, S., ... & Bonatto, S. L. (2021). Phylogenomic Discordance in the Eared Seals is best explained by Incomplete Lineage Sorting following Explosive Radiation in the Southern Hemisphere. Systematic Biology, 70(4), 786-802."
Arctocephalus_gazella,Arctophoca_gazella,moved from Arctocephalus to Arctophoca,genus change,"Berta, A., & Churchill, M. (2012). Pinniped taxonomy: review of currently recognized species and subspecies, and evidence used for their description. Mammal Review, 42(3), 207-234.|Lopes, F., Oliveira, L. R., Kessler, A., Beux, Y., Crespo, E., Cárdenas-Alayza, S., ... & Bonatto, S. L. (2021). Phylogenomic Discordance in the Eared Seals is best explained by Incomplete Lineage Sorting following Explosive Radiation in the Southern Hemisphere. Systematic Biology, 70(4), 786-802."
Arctocephalus_philippii,Arctophoca_philippii,moved from Arctocephalus to Arctophoca,genus change,"Berta, A., & Churchill, M. (2012). Pinniped taxonomy: review of currently recognized species and subspecies, and evidence used for their description. Mammal Review, 42(3), 207-234.|Lopes, F., Oliveira, L. R., Kessler, A., Beux, Y., Crespo, E., Cárdenas-Alayza, S., ... & Bonatto, S. L. (2021). Phylogenomic Discordance in the Eared Seals is best explained by Incomplete Lineage Sorting following Explosive Radiation in the Southern Hemisphere. Systematic Biology, 70(4), 786-802."
Arctocephalus_townsendi,Arctophoca_townsendi,moved from Arctocephalus to Arctophoca,genus change,"Berta, A., & Churchill, M. (2012). Pinniped taxonomy: review of currently recognized species and subspecies, and evidence used for their description. Mammal Review, 42(3), 207-234.|Lopes, F., Oliveira, L. R., Kessler, A., Beux, Y., Crespo, E., Cárdenas-Alayza, S., ... & Bonatto, S. L. (2021). Phylogenomic Discordance in the Eared Seals is best explained by Incomplete Lineage Sorting following Explosive Radiation in the Southern Hemisphere. Systematic Biology, 70(4), 786-802."
Dermanura_anderseni,Artibeus_anderseni,moved from Dermanura to Artibeus,genus change,"Hoofer, S. R., Solari, S., Larsen, P. A., Bradley, R. D., & Baker, R. J. (2008). Phylogenetics of the fruit-eating bats (Phyllostomidae: Artibeina) inferred from mitochondrial DNA sequences. Occasional Papers of the Museum of Texas Tech University, 277, 1-15.|Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona.|York, H. A., Rodríguez-Herrera, B., Laval, R. K., Timm, R. M., & Lindsay, K. E. (2019). Field key to the bats of Costa Rica and Nicaragua. Journal of Mammalogy, 100(6), 1726-1749.|Turcios-Casco, M. A., Ávila-Palma, H. D., LaVal, R. К., Stevens, R. D., Ordoñez-Trejo, E. J., Soler-Orellana, J. A., & Ordoñez-Mazier, D. I. (2020). A systematic revision of the bats (Chiroptera) of Honduras: an updated checklist with corroboration of historical specimens and new records. Zoosystematics and Evolution, 96, 411.|"
