MDDv1.0_name,MDDv2.0_name,Comments,Category,References
NA,Ctenomys_heniacamiare,recently described,de novo,"Mapelli, F. J., Teta, P., Contreras, F., Pereyra, D., Priotto, J. W., & Coda, J. A. (2022). Looking under stones: A new Ctenomys species from the rocky foothills of the Sierras Grandes of central Argentina. Journal of Mammalian Evolution, 1-18."
NA,Ctenomys_miguelchristie,recently described,de novo,"Tammone, M. N. (2024). A new species of Ctenomys (Rodentia, Ctenomyidae) from the pre-Andean regions of Mendoza Province, Argentina. Journal of Mammalogy, gyae024."
NA,Ctenomys_plebiscitum,recently described,de novo,"Brook, F., Tomasco, I. H., González, B., & Martin, G. M. (2021). A new species of Ctenomys (Rodentia: Ctenomyidae) from Patagonia related to C. sociabilis. Journal of Mammalian Evolution, XX, XX-XX."
NA,Ctenomys_pulcer,recently described,de novo,"Verzi, D. H., De Santi, N. A., Olivares, A. I., Morgan, C. C., Basso, N. G., & Brook, F. (2023). A new species of the highly polytypic South American rodent Ctenomys increases the diversity of the magellanicus clade. Vertebrate Zoology, 73: 289-312."
NA,Ctenomys_thalesi,recently described,de novo,"Teta P, D'Elía G. 2020. Uncovering the species diversity of subterranean rodents at the end of the World: three new species of Patagonian tuco-tucos (Rodentia, Hystricomorpha, Ctenomys) PeerJ 8:e9259 https://doi.org/10.7717/peerj.9259"
NA,Ctenomys_uco,recently described,de novo,"Alvarado-Larios, R., Teta, P., Cuello, P., Jayat, J. P., Tarquino-Carbonell, A. P., D’Elía, G., ... & Ojeda, A. A. (2024). A new living species of the genus Ctenomys (Rodentia: Ctenomyidae) from central-western Argentina. Vertebrate Zoology, 74, 193-207."
NA,Ctenomys_verzi,recently described,de novo,"Teta, P., Jayat, J. P., Alvarado-Larios, R., Ojeda, A. A., Cuello, P., & D’Elía, G. (2023). An appraisal of the species richness of the Ctenomys mendocinus species group (Rodentia: Ctenomyidae), with the description of two new species from the Andean slopes of west-central Argentina. Vertebrate Zoology, 73, 451-474."
NA,Cyclopes_rufus,recently described,de novo,"Miranda, F. R., Casali, D. M., Perini, F. A., Machado, F. A., & Santos, F. R. (2017). Taxonomic review of the genus Cyclopes Gray, 1821 (Xenarthra: Pilosa), with the revalidation and description of new species. Zoological Journal of the Linnean Society, zlx079."
NA,Cyclopes_thomasi,recently described,de novo,"Miranda, F. R., Casali, D. M., Perini, F. A., Machado, F. A., & Santos, F. R. (2017). Taxonomic review of the genus Cyclopes Gray, 1821 (Xenarthra: Pilosa), with the revalidation and description of new species. Zoological Journal of the Linnean Society, zlx079."
NA,Cyclopes_xinguensis,recently described,de novo,"Miranda, F. R., Casali, D. M., Perini, F. A., Machado, F. A., & Santos, F. R. (2017). Taxonomic review of the genus Cyclopes Gray, 1821 (Xenarthra: Pilosa), with the revalidation and description of new species. Zoological Journal of the Linnean Society, zlx079."
NA,Cynomops_freemani,recently described,de novo,"Moras, L. M., Gregorin, R., Sattler, T., & Tavares, V. D. C. (2017). Uncovering the diversity of dog-faced bats from the genus Cynomops (Chiroptera: Molossidae), with the redescription of C. milleri and the description of two new species. Mammalian Biology."
NA,Cynomops_kuizha,recently described,de novo,"Arenas-Viveros, D., Sánchez-Vendizú, P., Giraldo, A., & Salazar-Bravo, J. (2021). A new species of Cynomops (Chiroptera: Molossidae) from the northwestern slope of the Andes. Mammalia."
NA,Cynomops_tonkigui,recently described,de novo,"Moras, L. M., Gregorin, R., Sattler, T., & Tavares, V. D. C. (2017). Uncovering the diversity of dog-faced bats from the genus Cynomops (Chiroptera: Molossidae), with the redescription of C. milleri and the description of two new species. Mammalian Biology."
NA,Dasycercus_archeri,recently described,de novo,"Newman-Martin, J., Travouillon, K. J., Warburton, N., Barham, M., & Blyth, A. J. (2023). Taxonomic review of the genus Dasycercus (Dasyuromorphia: Dasyuridae) using modern and subfossil material; and the description of three new species. Alcheringa: An Australasian Journal of Palaeontology, 1-38."
NA,Dasycercus_marlowi,recently described,de novo,"Newman-Martin, J., Travouillon, K. J., Warburton, N., Barham, M., & Blyth, A. J. (2023). Taxonomic review of the genus Dasycercus (Dasyuromorphia: Dasyuridae) using modern and subfossil material; and the description of three new species. Alcheringa: An Australasian Journal of Palaeontology, 1-38."
NA,Dasycercus_woolleyae,recently described,de novo,"Newman-Martin, J., Travouillon, K. J., Warburton, N., Barham, M., & Blyth, A. J. (2023). Taxonomic review of the genus Dasycercus (Dasyuromorphia: Dasyuridae) using modern and subfossil material; and the description of three new species. Alcheringa: An Australasian Journal of Palaeontology, 1-38."
NA,Dasypus_guianensis,recently described,de novo,"Barthe, M., Rancilhac, L., Arteaga, M.C., Feijó, A., Tilak, M.K., Justy, F., Loughry, W.J., McDonough, C.M., Thoisy, B. de, Catzeflis, F., Billet, G., Hautier, L., Nabholz, B. & Delsuc, F. 2024. Exon capture museomics deciphers the nine-banded armadillo species complex and identifies a new species endemic to the Guiana Shield. Systematic Biology, syae027 (In Press)."
NA,Dendrohyrax_interfluvialis,recently described,de novo,"Oates, J. F., Woodman, N., Gaubert, P., Sargis, E. J., Wiafe, E. D., Lecompte, E., Dowsett-Lemaire, F., Dowsett, R. J., Bi, S. G., Ikemeh, R. A., Djagoun, C. A. M. S., Tomsett, L., & Bearder, S. K. (2021). A new species of tree hyrax (Procaviidae: Dendrohyrax) from West Africa and the significance of the Niger-Volta interfluvium in mammalian biogeography. Zoological Journal of the Linnaen Society, XX, 1-26."
NA,Eliurus_tsingimbato,recently described,de novo,"Jansa, S. A., Carleton, M. D., Soarimalala, V., Rakotomalala, Z., & Goodman, S. M. (2019). A Review of the Eliurus tanala Complex (Rodentia: Muroidea: Nesomyidae), with Description of a New Species from Dry Forests of Western Madagascar. Bulletin of the American Museum of Natural History, 2019(430), 1-69."
NA,Eospalax_muliensis,recently described,de novo,"Zhang, T., Lei, M. L., Zhou, H., Chen, Z. Z., & Shi, P. (2022). Phylogenetic relationships of the zokor genus Eospalax (Mammalia, Rodentia, Spalacidae) inferred from whole-genome analyses, with description of a new species endemic to Hengduan Mountains. Zoological Research, 43(3), 331-342."
NA,Eupetaurus_nivamons,recently described,de novo,"Jackson, S. M., Li, Q., Wan, T., Li, X. Y., Yu, F. H., & Gao, G. (2021). Across the great divide: revision of the genus Eupetaurus (Sciuridae, Pteromyini), woolly flying squirrels of the Himalayan region, with the description of two new species. Zoological Journal of the Linnean Society, zlab018."
NA,Eupetaurus_tibetensis,recently described,de novo,"Jackson, S. M., Li, Q., Wan, T., Li, X. Y., Yu, F. H., & Gao, G. (2021). Across the great divide: revision of the genus Eupetaurus (Sciuridae, Pteromyini), woolly flying squirrels of the Himalayan region, with the description of two new species. Zoological Journal of the Linnean Society, zlab018."
NA,Euryoryzomys_cerqueirai,recently described,de novo,"Percequillo, A. R., & Weksler, M. (2023). Systematics of the genus Euryoryzomys Weksler et al., 2006 (Rodentia: Cricetidae): integrative analysis reveals a new species from north-eastern Brazil. Zoological Journal of the Linnean Society, 199(3), 594-632."
NA,Geocapromys_caymanensis,recently described,de novo,"Morgan, G. S., Macphee, R. D., Woods, R., & Turvey, S. T. (2019). Late Quaternary fossil mammals from the Cayman Islands, West Indies. Bulletin of the American Museum of Natural History, 2019(428), 1-82."
NA,Glauconycteris_atra,recently described,de novo,"Hassanin, A., Colombo, R., Gembu, G. C., Merle, M., Tu, V. T., Görföl, T., ... & Ing, R. K. (2018). Multilocus phylogeny and species delimitation within the genus Glauconycteris (Chiroptera, Vespertilionidae), with the description of a new bat species from the Tshopo Province of the Democratic Republic of the Congo. Journal of Zoological Systematics and Evolutionary Research, 56(1), 1-22."
NA,Glischropus_meghalayanus,recently described,de novo,"Saikia, U., Ruedi, M., & Csorba, G. (2022). Out of Southeast Asia: A new species of thick-thumbed bat (Chiroptera: Vespertilionidae: Glischropus) from Meghalaya, north-eastern India. Zootaxa, 5154(3), 355-364."
NA,Halmaheramys_wallacei,recently described,de novo,"Fabre, P. H., Reeve, A. H., Fitriana, Y. S., Aplin, K. P., & Helgen, K. M. (2018). A new species of Halmaheramys (Rodentia: Muridae) from Bisa and Obi Islands (North Maluku Province, Indonesia). Journal of Mammalogy, 99(1), 187-208."
NA,Hipposideros_kingstonae,recently described,de novo,"Wongwaiyut, P., Karapan, S., Saekong, P., Francis, C. M., Guillén-Servent, A., Senawi, J., ... & Soisook, P. (2023). Solving the taxonomic identity of Hipposideros cineraceus sensu lato (Chiroptera: Hipposideridae) in the Thai-Malay Peninsula, with the description of a new species. Zootaxa, 5277(3), 401-442."
NA,Hipposideros_kunzi,recently described,de novo,"Murray, S. W., Khan, F. A., Kingston, T., Zubaid, A., & Campbell, P. (2018). A new species in the Hipposideros bicolor group (Chiroptera: Hipposideridae) from Peninsular Malaysia. Acta chiropterologica, 20(1), 1-29."
NA,Histiotus_cadenai,recently described,de novo,"Rodríguez-Posada, M. E., Morales-Martínez, D. M., Ramírez-Chaves, H. E., Martínez-Medina, D., & Calderón-Acevedo, C. A. (2021). A new species of Long-eared Brown Bat of the genus Histiotus (Chiroptera) and the revalidation of Histiotus colombiae. Caldasia, 43(2)."
NA,Histiotus_mochica,recently described,de novo,"Velazco, P. M., Almeida, F. C., Cláudio, V. C., Giménez, A. L., & Giannini, N. P. A new species of Histiotus Gervais, 1856 (Chiroptera, Vespertilionidae), from the Pacific Coast of Northern Peru. American Museum Novitates, 3079, 1-30."
NA,Holochilus_oxe,recently described,de novo,"Prado, J. R., Knowles, L. L., & Percequillo, A. R. (2021). A new species of South America marsh rat (Holochilus, Cricetidae) from northeastern Brazil. Journal of Mammalogy, XX(X), 1-19."
NA,Hylomys_macarong,recently described,de novo,"Hinckley, A., Camacho-Sanchez, M., Chua, M. A., Ruedi, M., Lunde, D., Maldonado, J. E., ... & Hawkins, M. T. (2023). An integrative taxonomic revision of lesser gymnures (Eulipotyphla: Hylomys) reveals five new species and emerging patterns of local endemism in Tropical East Asia. Zoological Journal of the Linnean Society, zlad177."
NA,Hylomys_vorax,recently described,de novo,"Hinckley, A., Camacho-Sanchez, M., Chua, M. A., Ruedi, M., Lunde, D., Maldonado, J. E., ... & Hawkins, M. T. (2023). An integrative taxonomic revision of lesser gymnures (Eulipotyphla: Hylomys) reveals five new species and emerging patterns of local endemism in Tropical East Asia. Zoological Journal of the Linnean Society, zlad177."
NA,Hylomyscus_mpungamachagorum,recently described,de novo,"Peterhans, J. C. K., Hutterer, R., Doty, J. B., Malekani, J. M., Moyer, D. C., Krásová, J., ... & Demos, T. C. Four new species of the Hylomyscus anselli group (Mammalia: Rodentia: Muridae) from the Democratic Republic of Congo and Tanzania. Bonn zoological Bulletin, 69(1), 55–83."
NA,Hylomyscus_pygmaeus,recently described,de novo,"Peterhans, J. C. K., Hutterer, R., Doty, J. B., Malekani, J. M., Moyer, D. C., Krásová, J., ... & Demos, T. C. Four new species of the Hylomyscus anselli group (Mammalia: Rodentia: Muridae) from the Democratic Republic of Congo and Tanzania. Bonn zoological Bulletin, 69(1), 55–83."
NA,Hylomyscus_stanleyi,recently described,de novo,"Peterhans, J. C. K., Hutterer, R., Doty, J. B., Malekani, J. M., Moyer, D. C., Krásová, J., ... & Demos, T. C. Four new species of the Hylomyscus anselli group (Mammalia: Rodentia: Muridae) from the Democratic Republic of Congo and Tanzania. Bonn zoological Bulletin, 69(1), 55–83."
NA,Hylomyscus_thornesmithae,recently described,de novo,"Peterhans, J. C. K., Hutterer, R., Doty, J. B., Malekani, J. M., Moyer, D. C., Krásová, J., ... & Demos, T. C. Four new species of the Hylomyscus anselli group (Mammalia: Rodentia: Muridae) from the Democratic Republic of Congo and Tanzania. Bonn zoological Bulletin, 69(1), 55–83."
NA,Hypsugo_stubbei,recently described,de novo,"Dolch, D., Batsaikhan, N., Stubbe, A., & Steinhauser, D. (2021). Hypsugo stubbei sp. nov., a novel cryptic bat species of the genus Hypsugo (Vespertilionidae, Chiroptera, Mammalia) from Mongolia. Ergebnisse der Mongolisch-Deutschen Biologischen Expeditionen, 14, 187-206."
NA,Ichthyomys_pinei,recently described,de novo,"de Córdova, J. F., Nivelo-Villavicencio, C., Reyes-Puig, C., Pardiñas, U. F., & Brito, J. (2019). A new species of crab-eating rat of the genus Ichthyomys, from Ecuador (Rodentia, Cricetidae, Sigmodontinae). Mammalia, 84(4): 377-391."
NA,Kerivoula_dongduongana,recently described,de novo,"Tu, V. T., Hassanin, A., Furey, N. M., Son, N. T., & Csorba, G. (2018). Four species in one: multigene analyses reveal phylogenetic patterns within Hardwicke's woolly bat, Kerivoula hardwickii-complex (Chiroptera, Vespertilionidae) in Asia. Hystrix, the Italian Journal of Mammalogy, 29(1), 111-121."
NA,Laephotis_kirinyaga,recently described,de novo,"Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
NA,Lasiurus_arequipae,recently described,de novo,"Málaga, B. A., Díaz, D. R., Arias, S., & Medina, C. E. (2020). Una especie nueva de Lasiurus (Chiroptera: Vespertilionidae) del suroeste de Perú. Revista Mexicana de Biodiversidad, 91, e913096."
NA,Leopardus_narinensis,recently described,de novo,"Ruiz-García, M., Pinedo-Castro, M., & Shostell, J. M. (2023). Morphological and Genetics Support for a Hitherto Undescribed Spotted Cat Species (Genus Leopardus; Felidae, Carnivora) from the Southern Colombian Andes. Genes, 14(6), 1266.|Astorquiza, J. M., Noguera-Urbano, E. A., Cabrera-Ojeda, C., Cepeda-Quilindo, B., González-Maya, J. F., Eizirik, E., ... & Ramírez-Chaves, H. E. (2023). Distribution of the northern pampas cat, Leopardus garleppi, in northern South America, confirmation of its presence in Colombia and genetic analysis of a controversial record from the country. Mammalia, 87(6), 606-614."
NA,Lepus_saharae,recently described,de novo,"Soria-Boix, C., Donat-Torres, M. P., Rguibi Idrissi, H., & Urios, V. (2019). Evolutionary ecology of hares (Lepus spp.) from northwestern Africa; The problem of cryptic species and the description of a new species (Lepus saharae sp. nov.). Evolutionary Ecology Research (Online), 20(5), 537-555."
NA,Macaca_selai,recently described,de novo,"Ghosh, A., Thakur, M., Singh, S. K., Dutta, R., Sharma, L. K., Chandra, K., & Banerjee, D. (2022). The Sela macaque (Macaca selai) is a distinct phylogenetic species that evolved from the Arunachal macaque following allopatric speciation. Molecular Phylogenetics and Evolution, 107513."
NA,Marmosa_adleri,recently described,de novo,"Voss, R. S., Giarla, T. C., & Jansa, S. A. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 4. Species of the Alstoni Group (Subgenus Micoureus). American Museum Novitates, 3983, 1-31."
NA,Marmosa_jansae,recently described,de novo,"Voss, R. S. & Giarla, T. C. (2021) A revision of the didelphid Marsupial genus Marmosa Part 3. A new species from Western Amazonia, with the redescription of M. perplexa Anthony, 1922, and M. germana O. Thomas, 1904. American Museum Novitates, 3969, 1-28."
NA,Marmosops_marina,recently described,de novo,"Ferreira, C., de Oliveira, A. C. M., Lima-Silva, L. G., & Rossi, R. V. (2020). Taxonomic review of the slender mouse opossums of the ""Parvidens"" group from Brazil (Didelphimorphia: Didelphidae: Marmosops), with the description of a new species. Zootaxa, 4890(2), 201-233."
NA,Marmosops_soinii,recently described,de novo,"Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90."
NA,Megalomys_camerhogne,recently described,de novo,"Mistretta, B. A., Giovas, C. M., Weksler, M., & Turvey, S. T. (2021). Extinct insular oryzomyine rice rats (Rodentia: Sigmodontinae) from the Grenada Bank, southern Caribbean. Zootaxa, 4951(3), 434-460."
